"For each pollination day, write the date at the top and an Y (yes) or N (no) for if the individual was pollinated or not.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bench,Block,Pop,Cohort,Position,Date: 2/11,Date: 2/14,Date:2/16,Date:2/18,Date:2/21,Date:2/23,Date:2/25,Date:2/28,Date:3/2,Date:3/4,Date:3/7,Date:3/9,Date:3/11,Date:3/14,Date:3/16,Date:3/18,Date:3/21,Date:3/23,Date:3/25,Date:3/28,Date:3/30,Date:4/1,Date:4/4,Date:4/6,Date:4/8,Date:4/11,Date:4/13,Date:4/15,Date:4/18,Date:4/20,Date:4/22,Date:4/25,Date:4/27,Date:4/29,Date:5/2,Date:5/4,Date:5/6,Date:5/9,Date:5/11,Date:5/13,Date:5/16,Date:5/18,Date:5/20,Date:5/23,Date:5/25,Date:5/27,Date:5/31,Date:6/3,Date:6/6,Date:6/8,Date:6/10,Date:6/13,Date:6/15,Date:6/17
2,4,STIN,cohort 2,F08,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 2,G03,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 2,G09,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 3,A03,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 3,B08,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 3,B14,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,
2,4,STIN,cohort 3,C03,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 3,F14,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 3,G05,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,N,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 4,A05,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,Y,Y,Y
2,4,STIN,cohort 4,C07,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,Y,Y,Y,,N,,,,,,,,,,,,,
2,4,STIN,cohort 4,D12,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 4,E01,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 4,E03,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 4,E11,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 5,A09,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 5,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 5,A13,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 5,E13,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 5,G07,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 5,G11,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 6,B02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,N,,,,,,,,,,,,,
2,4,STIN,cohort 6,D14,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 6,F04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,N,,,,,,,,,,,,,
2,4,STIN,cohort 6,F10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,N,,,,,,,,,,,,,
2,4,STIN,cohort 6,F12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 6,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 7,C05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,,,,,,,,,,,,,
2,4,STIN,cohort 7,C09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 7,D02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,,,,,,,,,,,
2,4,STIN,cohort 7,D06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,
2,4,STIN,cohort 7,D08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,Y,Y,Y,Y,Y
2,4,STIN,cohort 7,E09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,STIN,cohort 8,A01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,Y,Y,N,,
2,4,STIN,cohort 8,B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,,,,Y,Y
2,4,STIN,cohort 8,B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,N,,
2,4,STIN,cohort 8,D10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
2,4,STIN,cohort 8,E05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y
2,4,STIN,cohort 8,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,,,,,,,,,,,
3,1,STIN,cohort 1,A05,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 1,A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 1,C03,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 1,D04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 1,D12,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 1,E07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 2,A03,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 2,A13,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 2,B08,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 2,D10,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 2,G07,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 2,G11,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 3,B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 3,D02,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 3,E01,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 3,E09,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 3,F02,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 3,G09,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 4,B14,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 4,C09,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y
3,1,STIN,cohort 4,C13,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 4,F12,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 4,G05,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 4,G13,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 5,D06,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 5,E13,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 5,F04,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 5,F06,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 5,F08,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 5,F10,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 6,A01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 6,A07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 6,B02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,
3,1,STIN,cohort 6,C01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,Y,,,Y,,N,,,,,,,,,,,,,
3,1,STIN,cohort 6,C11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 6,E05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 7,B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,N,,,,,,,Y,N,,,
3,1,STIN,cohort 7,B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 7,C05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,,,,,,,,,,,
3,1,STIN,cohort 7,D14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,Y,,,,,,,,,,,,
3,1,STIN,cohort 7,E03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,
3,1,STIN,cohort 7,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 8,A09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,N,,,,
3,1,STIN,cohort 8,B10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,STIN,cohort 8,C07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,N,,,,
3,1,STIN,cohort 8,D08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,N,,
3,1,STIN,cohort 8,E11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,,Y,Y,N,,
3,1,STIN,cohort 8,F14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,,
4,8,STIN,cohort 1,B10,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,STIN,cohort 1,B12,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,STIN,cohort 1,C03,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,STIN,cohort 1,E07,Y,Y,Y,Y,Y,N,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,STIN,cohort 1,F04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,STIN,cohort 1,F08,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,STIN,cohort 2,D10,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,STIN,cohort 2,E01,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,STIN,cohort 2,E05,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,STIN,cohort 2,F12,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
